ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS 
542,326,12,6,0,280,10,80,20,800,400,20,12,30
554,332,12,6,0,300,10,80,20,800,400,20,12,30
566,338,12,6,0,320,10,80,20,800,400,20,12,30
578,344,12,6,0,300,10,80,20,800,400,20,12,30
590,350,12,6,0,320,10,80,20,800,400,20,12,30
602,356,12,6,0,340,10,80,20,800,400,20,12,30
614,362,12,6,0,320,10,80,20,800,400,20,12,30
626,368,12,6,0,340,10,80,20,800,400,20,12,30
638,362,12,-6,0,320,10,80,20,800,400,20,12,30
650,356,12,-6,0,340,10,80,20,800,400,20,12,30
662,350,12,-6,0,320,10,80,20,800,400,20,12,30
674,344,12,-6,0,300,10,80,20,800,400,20,12,30
686,338,12,-6,0,320,10,80,20,800,400,20,12,30
698,332,12,-6,0,300,10,80,20,800,400,20,12,30
710,326,12,-6,0,280,10,80,20,800,400,20,12,30
722,320,12,-6,0,300,10,80,20,800,400,20,12,30
734,314,12,-6,0,280,10,80,20,800,400,20,12,30
746,308,12,-6,0,300,10,80,20,800,400,20,12,30
758,302,12,-6,0,280,10,80,20,800,400,20,12,30
770,296,12,-6,0,260,10,80,20,800,400,20,12,30
758,290,-12,-6,0,280,10,80,20,800,400,20,12,30
746,284,-12,-6,0,260,10,80,20,800,400,20,12,30
734,278,-12,-6,0,240,10,80,20,800,400,20,12,30
722,272,-12,-6,0,260,10,80,20,800,400,20,12,30
710,266,-12,-6,0,240,10,80,20,800,400,20,12,30
698,260,-12,-6,0,260,10,80,20,800,400,20,12,30
686,254,-12,-6,0,240,10,80,20,800,400,20,12,30
674,248,-12,-6,0,220,10,80,20,800,400,20,12,30
662,242,-12,-6,0,240,10,80,20,800,400,20,12,30
650,236,-12,-6,0,220,10,80,20,800,400,20,12,30
638,230,-12,-6,0,240,10,80,20,800,400,20,12,30
626,224,-12,-6,0,220,10,80,20,800,400,20,12,30
614,218,-12,-6,0,200,10,80,20,800,400,20,12,30
602,212,-12,-6,0,220,10,80,20,800,400,20,12,30
590,206,-12,-6,0,200,10,80,20,800,400,20,12,30
578,200,-12,-6,0,180,10,80,20,800,400,20,12,30
566,194,-12,-6,0,200,10,80,20,800,400,20,12,30
554,188,-12,-6,0,180,10,80,20,800,400,20,12,30
542,182,-12,-6,0,200,10,80,20,800,400,20,12,30
530,176,-12,-6,0,180,10,80,20,800,400,20,12,30
518,170,-12,-6,0,160,10,80,20,800,400,20,12,30
506,164,-12,-6,0,180,10,80,20,800,400,20,12,30
494,158,-12,-6,0,160,10,80,20,800,400,20,12,30
482,152,-12,-6,0,140,10,80,20,800,400,20,12,30
470,146,-12,-6,0,160,10,80,20,800,400,20,12,30
458,140,-12,-6,0,140,10,80,20,800,400,20,12,30
446,134,-12,-6,0,160,10,80,20,800,400,20,12,30
434,128,-12,-6,0,140,10,80,20,800,400,20,12,30
422,122,-12,-6,0,120,10,80,20,800,400,20,12,30
410,116,-12,-6,0,140,10,80,20,800,400,20,12,30
398,110,-12,-6,0,120,10,80,20,800,400,20,12,30
386,104,-12,-6,0,100,10,80,20,800,400,20,12,30
374,98,-12,-6,0,120,10,80,20,800,400,20,12,30
362,92,-12,-6,0,100,10,80,20,800,400,20,12,30
350,86,-12,-6,0,120,10,80,20,800,400,20,12,30
338,80,-12,-6,0,100,10,80,20,800,400,20,12,30
326,74,-12,-6,0,80,10,80,20,800,400,20,12,30
314,68,-12,-6,0,100,10,80,20,800,400,20,12,30
302,62,-12,-6,0,80,10,80,20,800,400,20,12,30
290,56,-12,-6,0,60,10,80,20,800,400,20,12,30
278,50,-12,-6,0,80,10,80,20,800,400,20,12,30
266,44,-12,-6,0,60,10,80,20,800,400,20,12,30
254,38,-12,-6,0,80,10,80,20,800,400,20,12,30
242,32,-12,-6,0,60,10,80,20,800,400,20,12,30
230,38,-12,6,0,80,10,80,20,800,400,20,12,30
218,44,-12,6,0,60,10,80,20,800,400,20,12,30
206,50,-12,6,0,80,10,80,20,800,400,20,12,30
194,56,-12,6,0,60,10,80,20,800,400,20,12,30
182,62,-12,6,0,80,10,80,20,800,400,20,12,30
170,68,-12,6,0,100,10,80,20,800,400,20,12,30
158,74,-12,6,0,80,10,80,20,800,400,20,12,30
146,80,-12,6,0,100,10,80,20,800,400,20,12,30
134,86,-12,6,0,120,10,80,20,800,400,20,12,30
122,92,-12,6,0,100,10,80,20,800,400,20,12,30
110,98,-12,6,0,120,10,80,20,800,400,20,12,30
98,104,-12,6,0,100,10,80,20,800,400,20,12,30
86,110,-12,6,0,120,10,80,20,800,400,20,12,30
74,116,-12,6,0,140,10,80,20,800,400,20,12,30
62,122,-12,6,0,120,10,80,20,800,400,20,12,30
50,128,-12,6,0,140,10,80,20,800,400,20,12,30
38,134,-12,6,0,160,10,80,20,800,400,20,12,30
50,140,12,6,0,140,10,80,20,800,400,20,12,30
62,146,12,6,0,160,10,80,20,800,400,20,12,30
74,152,12,6,0,140,10,80,20,800,400,20,12,30
86,158,12,6,0,160,10,80,20,800,400,20,12,30
98,164,12,6,0,180,10,80,20,800,400,20,12,30
110,170,12,6,0,160,10,80,20,800,400,20,12,30
122,176,12,6,0,180,10,80,20,800,400,20,12,30
134,182,12,6,0,200,10,80,20,800,400,20,12,30
146,188,12,6,0,180,10,80,20,800,400,20,12,30
158,194,12,6,0,200,10,80,20,800,400,20,12,30
170,200,12,6,0,180,10,80,20,800,400,20,12,30
182,206,12,6,0,200,10,80,20,800,400,20,12,30
194,212,12,6,0,220,10,80,20,800,400,20,12,30
206,218,12,6,0,200,10,80,20,800,400,20,12,30
218,224,12,6,0,220,10,80,20,800,400,20,12,30
230,230,12,6,0,240,10,80,20,800,400,20,12,30
242,236,12,6,0,220,10,80,20,800,400,20,12,30
254,242,12,6,0,240,10,80,20,800,400,20,12,30
266,248,12,6,0,220,10,80,20,800,400,20,12,30
278,254,12,6,0,240,10,80,20,800,400,20,12,30
290,260,12,6,0,260,10,80,20,800,400,20,12,30
302,266,12,6,0,240,10,80,20,800,400,20,12,30
314,272,12,6,0,260,10,80,20,800,400,20,12,30
326,278,12,6,0,240,10,80,20,800,400,20,12,30
338,284,12,6,0,260,10,80,20,800,400,20,12,30
350,290,12,6,0,280,10,80,20,800,400,20,12,30
362,296,12,6,0,260,10,80,20,800,400,20,12,30
374,302,12,6,0,280,10,80,20,800,400,20,12,30
386,308,12,6,0,300,10,80,20,800,400,20,12,30
398,314,12,6,0,280,10,80,20,800,400,20,12,30
410,320,12,6,0,300,10,80,20,800,400,20,12,30
422,326,12,6,0,280,10,80,20,800,400,20,12,30
434,332,12,6,0,300,10,80,20,800,400,20,12,30
446,338,12,6,0,320,10,80,20,800,400,20,12,30
458,344,12,6,0,300,10,80,20,800,400,20,12,30
470,350,12,6,0,320,10,80,20,800,400,20,12,30
482,356,12,6,0,340,10,80,20,800,400,20,12,30
494,362,12,6,0,320,10,80,20,800,400,20,12,30
506,368,12,6,0,340,10,80,20,800,400,20,12,30
518,362,12,-6,0,320,10,80,20,800,400,20,12,30
530,356,12,-6,0,340,10,80,20,800,400,20,12,30
542,350,12,-6,0,320,10,80,20,800,400,20,12,30
554,344,12,-6,0,300,10,80,20,800,400,20,12,30
566,338,12,-6,0,320,10,80,20,800,400,20,12,30
578,332,12,-6,0,300,10,80,20,800,400,20,12,30
590,326,12,-6,0,280,10,80,20,800,400,20,12,30
602,320,12,-6,0,300,10,80,20,800,400,20,12,30
614,314,12,-6,0,280,10,80,20,800,400,20,12,30
626,308,12,-6,0,300,10,80,20,800,400,20,12,30
638,302,12,-6,0,280,10,80,20,800,400,20,12,30
650,296,12,-6,0,260,10,80,20,800,400,20,12,30
662,290,12,-6,0,280,10,80,20,800,400,20,12,30
674,284,12,-6,0,260,10,80,20,800,400,20,12,30
686,278,12,-6,0,240,10,80,20,800,400,20,12,30
698,272,12,-6,0,260,10,80,20,800,400,20,12,30
710,266,12,-6,0,240,10,80,20,800,400,20,12,30
722,260,12,-6,0,260,10,80,20,800,400,20,12,30
734,254,12,-6,0,240,10,80,20,800,400,20,12,30
746,248,12,-6,0,220,10,80,20,800,400,20,12,30
758,242,12,-6,0,240,10,80,20,800,400,20,12,30
770,236,12,-6,0,220,10,80,20,800,400,20,12,30
758,230,-12,-6,0,240,10,80,20,800,400,20,12,30
746,224,-12,-6,0,220,10,80,20,800,400,20,12,30
734,218,-12,-6,0,200,10,80,20,800,400,20,12,30
722,212,-12,-6,0,220,10,80,20,800,400,20,12,30
710,206,-12,-6,0,200,10,80,20,800,400,20,12,30
698,200,-12,-6,0,180,10,80,20,800,400,20,12,30
686,194,-12,-6,0,200,10,80,20,800,400,20,12,30
674,188,-12,-6,0,180,10,80,20,800,400,20,12,30
662,182,-12,-6,0,200,10,80,20,800,400,20,12,30
650,176,-12,-6,0,180,10,80,20,800,400,20,12,30
638,170,-12,-6,0,160,10,80,20,800,400,20,12,30
626,164,-12,-6,0,180,10,80,20,800,400,20,12,30
614,158,-12,-6,0,160,10,80,20,800,400,20,12,30
602,152,-12,-6,0,140,10,80,20,800,400,20,12,30
590,146,-12,-6,0,160,10,80,20,800,400,20,12,30
578,140,-12,-6,0,140,10,80,20,800,400,20,12,30
566,134,-12,-6,0,160,10,80,20,800,400,20,12,30
554,128,-12,-6,0,140,10,80,20,800,400,20,12,30
542,122,-12,-6,0,120,10,80,20,800,400,20,12,30
530,116,-12,-6,0,140,10,80,20,800,400,20,12,30
518,110,-12,-6,0,120,10,80,20,800,400,20,12,30
506,104,-12,-6,0,100,10,80,20,800,400,20,12,30
494,98,-12,-6,0,120,10,80,20,800,400,20,12,30
482,92,-12,-6,0,100,10,80,20,800,400,20,12,30
470,86,-12,-6,0,120,10,80,20,800,400,20,12,30
458,80,-12,-6,0,100,10,80,20,800,400,20,12,30
446,74,-12,-6,0,80,10,80,20,800,400,20,12,30
434,68,-12,-6,0,100,10,80,20,800,400,20,12,30
422,62,-12,-6,0,80,10,80,20,800,400,20,12,30
410,56,-12,-6,0,60,10,80,20,800,400,20,12,30
398,50,-12,-6,0,80,10,80,20,800,400,20,12,30
386,44,-12,-6,0,60,10,80,20,800,400,20,12,30
374,38,-12,-6,0,80,10,80,20,800,400,20,12,30
362,32,-12,-6,0,60,10,80,20,800,400,20,12,30
350,38,-12,6,0,80,10,80,20,800,400,20,12,30
338,44,-12,6,0,60,10,80,20,800,400,20,12,30
326,50,-12,6,0,80,10,80,20,800,400,20,12,30
314,56,-12,6,0,60,10,80,20,800,400,20,12,30
302,62,-12,6,0,80,10,80,20,800,400,20,12,30
290,68,-12,6,0,100,10,80,20,800,400,20,12,30
278,74,-12,6,0,80,10,80,20,800,400,20,12,30
266,80,-12,6,0,100,10,80,20,800,400,20,12,30
254,86,-12,6,0,120,10,80,20,800,400,20,12,30
242,92,-12,6,0,100,10,80,20,800,400,20,12,30
230,98,-12,6,0,120,10,80,20,800,400,20,12,30
218,104,-12,6,0,100,10,80,20,800,400,20,12,30
206,110,-12,6,0,120,10,80,20,800,400,20,12,30
194,116,-12,6,0,140,10,80,20,800,400,20,12,30
182,122,-12,6,0,120,10,80,20,800,400,20,12,30
170,128,-12,6,0,140,10,80,20,800,400,20,12,30
158,134,-12,6,0,160,10,80,20,800,400,20,12,30
146,140,-12,6,0,140,10,80,20,800,400,20,12,30
134,146,-12,6,0,160,10,80,20,800,400,20,12,30
122,152,-12,6,0,140,10,80,20,800,400,20,12,30
110,158,-12,6,0,160,10,80,20,800,400,20,12,30
98,164,-12,6,0,180,10,80,20,800,400,20,12,30
86,170,-12,6,0,160,10,80,20,800,400,20,12,30
74,176,-12,6,0,180,10,80,20,800,400,20,12,30
62,182,-12,6,0,200,10,80,20,800,400,20,12,30
50,188,-12,6,0,180,10,80,20,800,400,20,12,30
38,194,-12,6,0,200,10,80,20,800,400,20,12,30
50,200,12,6,0,180,10,80,20,800,400,20,12,30
62,206,12,6,0,200,10,80,20,800,400,20,12,30
74,212,12,6,0,220,10,80,20,800,400,20,12,30
86,218,12,6,0,200,10,80,20,800,400,20,12,30
98,224,12,6,0,220,10,80,20,800,400,20,12,30
110,230,12,6,0,240,10,80,20,800,400,20,12,30
122,236,12,6,0,220,10,80,20,800,400,20,12,30
134,242,12,6,0,240,10,80,20,800,400,20,12,30
146,248,12,6,0,220,10,80,20,800,400,20,12,30
158,254,12,6,0,240,10,80,20,800,400,20,12,30
170,260,12,6,0,260,10,80,20,800,400,20,12,30
182,266,12,6,0,240,10,80,20,800,400,20,12,30
194,272,12,6,0,260,10,80,20,800,400,20,12,30
206,278,12,6,0,240,10,80,20,800,400,20,12,30
218,284,12,6,0,260,10,80,20,800,400,20,12,30
230,290,12,6,0,280,10,80,20,800,400,20,12,30
242,296,12,6,0,260,10,80,20,800,400,20,12,30
254,302,12,6,0,280,10,80,20,800,400,20,12,30
266,308,12,6,0,300,10,80,20,800,400,20,12,30
278,314,12,6,0,280,10,80,20,800,400,20,12,30
290,320,12,6,0,300,10,80,20,800,400,20,12,30
302,326,12,6,0,280,10,80,20,800,400,20,12,30
314,332,12,6,0,300,10,80,20,800,400,20,12,30
326,338,12,6,0,320,10,80,20,800,400,20,12,30
338,344,12,6,0,300,10,80,20,800,400,20,12,30
350,350,12,6,0,320,10,80,20,800,400,20,12,30
362,356,12,6,0,340,10,80,20,800,400,20,12,30
374,362,12,6,0,320,10,80,20,800,400,20,12,30
386,368,12,6,0,340,10,80,20,800,400,20,12,30
398,362,12,-6,0,320,10,80,20,800,400,20,12,30
410,356,12,-6,0,340,10,80,20,800,400,20,12,30
422,350,12,-6,0,320,10,80,20,800,400,20,12,30
434,344,12,-6,0,300,10,80,20,800,400,20,12,30
446,338,12,-6,0,320,10,80,20,800,400,20,12,30
458,332,12,-6,0,300,10,80,20,800,400,20,12,30
470,326,12,-6,0,280,10,80,20,800,400,20,12,30
482,320,12,-6,0,300,10,80,20,800,400,20,12,30
494,314,12,-6,0,280,10,80,20,800,400,20,12,30
506,308,12,-6,0,300,10,80,20,800,400,20,12,30
518,302,12,-6,0,280,10,80,20,800,400,20,12,30
530,296,12,-6,0,260,10,80,20,800,400,20,12,30
542,290,12,-6,0,280,10,80,20,800,400,20,12,30
554,284,12,-6,0,260,10,80,20,800,400,20,12,30
566,278,12,-6,0,240,10,80,20,800,400,20,12,30
578,272,12,-6,0,260,10,80,20,800,400,20,12,30
590,266,12,-6,0,240,10,80,20,800,400,20,12,30
602,260,12,-6,0,260,10,80,20,800,400,20,12,30
614,254,12,-6,0,240,10,80,20,800,400,20,12,30
626,248,12,-6,0,220,10,80,20,800,400,20,12,30
638,242,12,-6,0,240,10,80,20,800,400,20,12,30
650,236,12,-6,0,220,10,80,20,800,400,20,12,30
662,230,12,-6,0,240,10,80,20,800,400,20,12,30
674,224,12,-6,0,220,10,80,20,800,400,20,12,30
686,218,12,-6,0,200,10,80,20,800,400,20,12,30
698,212,12,-6,0,220,10,80,20,800,400,20,12,30
710,206,12,-6,0,200,10,80,20,800,400,20,12,30
722,200,12,-6,0,180,10,80,20,800,400,20,12,30
734,194,12,-6,0,200,10,80,20,800,400,20,12,30
746,188,12,-6,0,180,10,80,20,800,400,20,12,30
758,182,12,-6,0,200,10,80,20,800,400,20,12,30
770,176,12,-6,0,180,10,80,20,800,400,20,12,30
758,170,-12,-6,0,160,10,80,20,800,400,20,12,30
746,164,-12,-6,0,180,10,80,20,800,400,20,12,30
734,158,-12,-6,0,160,10,80,20,800,400,20,12,30
722,152,-12,-6,0,140,10,80,20,800,400,20,12,30
710,146,-12,-6,0,160,10,80,20,800,400,20,12,30
698,140,-12,-6,0,140,10,80,20,800,400,20,12,30
686,134,-12,-6,0,160,10,80,20,800,400,20,12,30
674,128,-12,-6,0,140,10,80,20,800,400,20,12,30
662,122,-12,-6,0,120,10,80,20,800,400,20,12,30
650,116,-12,-6,0,140,10,80,20,800,400,20,12,30
638,110,-12,-6,0,120,10,80,20,800,400,20,12,30
626,104,-12,-6,0,100,10,80,20,800,400,20,12,30
770,200,-12,-10,0,[196.06644295],10,80,20,800,400,20,12,30
770,200,-12,0,0,180,10,80,20,800,400,20,12,30
758,200,-12,0,0,200,10,80,20,800,400,20,12,30
746,200,-12,0,0,180,10,80,20,800,400,20,12,30
734,200,-12,0,0,200,10,80,20,800,400,20,12,30
722,200,-12,0,0,180,10,80,20,800,400,20,12,30
710,200,-12,0,0,200,10,80,20,800,400,20,12,30
698,200,-12,0,0,180,10,80,20,800,400,20,12,30
686,200,-12,0,0,200,10,80,20,800,400,20,12,30
674,200,-12,0,0,180,10,80,20,800,400,20,12,30
662,200,-12,0,0,200,10,80,20,800,400,20,12,30
650,200,-12,0,0,180,10,80,20,800,400,20,12,30
638,200,-12,0,0,200,10,80,20,800,400,20,12,30
626,200,-12,0,0,180,10,80,20,800,400,20,12,30
614,200,-12,0,0,200,10,80,20,800,400,20,12,30
602,200,-12,0,0,180,10,80,20,800,400,20,12,30
590,200,-12,0,0,200,10,80,20,800,400,20,12,30
578,200,-12,0,0,180,10,80,20,800,400,20,12,30
566,200,-12,0,0,200,10,80,20,800,400,20,12,30
554,200,-12,0,0,180,10,80,20,800,400,20,12,30
542,200,-12,0,0,200,10,80,20,800,400,20,12,30
530,200,-12,0,0,180,10,80,20,800,400,20,12,30
518,200,-12,0,0,200,10,80,20,800,400,20,12,30
506,200,-12,0,0,180,10,80,20,800,400,20,12,30
494,200,-12,0,0,200,10,80,20,800,400,20,12,30
482,200,-12,0,0,180,10,80,20,800,400,20,12,30
470,200,-12,0,0,200,10,80,20,800,400,20,12,30
458,200,-12,0,0,180,10,80,20,800,400,20,12,30
446,200,-12,0,0,200,10,80,20,800,400,20,12,30
434,200,-12,0,0,180,10,80,20,800,400,20,12,30
422,200,-12,0,0,200,10,80,20,800,400,20,12,30
410,200,-12,0,0,180,10,80,20,800,400,20,12,30
398,200,-12,0,0,200,10,80,20,800,400,20,12,30
386,200,-12,0,0,180,10,80,20,800,400,20,12,30
374,200,-12,0,0,200,10,80,20,800,400,20,12,30
362,200,-12,0,0,180,10,80,20,800,400,20,12,30
350,200,-12,0,0,200,10,80,20,800,400,20,12,30
338,200,-12,0,0,180,10,80,20,800,400,20,12,30
326,200,-12,0,0,200,10,80,20,800,400,20,12,30
314,200,-12,0,0,180,10,80,20,800,400,20,12,30
302,200,-12,0,0,200,10,80,20,800,400,20,12,30
290,200,-12,0,0,180,10,80,20,800,400,20,12,30
278,200,-12,0,0,200,10,80,20,800,400,20,12,30
266,200,-12,0,0,180,10,80,20,800,400,20,12,30
254,200,-12,0,0,200,10,80,20,800,400,20,12,30
242,200,-12,0,0,180,10,80,20,800,400,20,12,30
230,200,-12,0,0,200,10,80,20,800,400,20,12,30
218,200,-12,0,0,180,10,80,20,800,400,20,12,30
206,200,-12,0,0,200,10,80,20,800,400,20,12,30
194,200,-12,0,0,180,10,80,20,800,400,20,12,30
182,200,-12,0,0,200,10,80,20,800,400,20,12,30
170,200,-12,0,0,180,10,80,20,800,400,20,12,30
158,200,-12,0,0,200,10,80,20,800,400,20,12,30
146,200,-12,0,0,180,10,80,20,800,400,20,12,30
134,200,-12,0,0,200,10,80,20,800,400,20,12,30
122,200,-12,0,0,180,10,80,20,800,400,20,12,30
110,200,-12,0,0,200,10,80,20,800,400,20,12,30
98,200,-12,0,0,180,10,80,20,800,400,20,12,30
86,200,-12,0,0,200,10,80,20,800,400,20,12,30
74,200,-12,0,0,180,10,80,20,800,400,20,12,30
62,200,-12,0,0,200,10,80,20,800,400,20,12,30
50,200,-12,0,0,180,10,80,20,800,400,20,12,30
38,200,-12,0,0,200,10,80,20,800,400,20,12,30
50,200,12,0,0,180,10,80,20,800,400,20,12,30
62,200,12,0,0,200,10,80,20,800,400,20,12,30
74,200,12,0,0,180,10,80,20,800,400,20,12,30
86,200,12,0,0,200,10,80,20,800,400,20,12,30
98,200,12,0,0,180,10,80,20,800,400,20,12,30
110,200,12,0,0,200,10,80,20,800,400,20,12,30
122,200,12,0,0,180,10,80,20,800,400,20,12,30
134,200,12,0,0,200,10,80,20,800,400,20,12,30
146,200,12,0,0,180,10,80,20,800,400,20,12,30
158,200,12,0,0,200,10,80,20,800,400,20,12,30
170,200,12,0,0,180,10,80,20,800,400,20,12,30
182,200,12,0,0,200,10,80,20,800,400,20,12,30
194,200,12,0,0,180,10,80,20,800,400,20,12,30
206,200,12,0,0,200,10,80,20,800,400,20,12,30
218,200,12,0,0,180,10,80,20,800,400,20,12,30
230,200,12,0,0,200,10,80,20,800,400,20,12,30
242,200,12,0,0,180,10,80,20,800,400,20,12,30
254,200,12,0,0,200,10,80,20,800,400,20,12,30
266,200,12,0,0,180,10,80,20,800,400,20,12,30
278,200,12,0,0,200,10,80,20,800,400,20,12,30
290,200,12,0,0,180,10,80,20,800,400,20,12,30
302,200,12,0,0,200,10,80,20,800,400,20,12,30
314,200,12,0,0,180,10,80,20,800,400,20,12,30
326,200,12,0,0,200,10,80,20,800,400,20,12,30
338,200,12,0,0,180,10,80,20,800,400,20,12,30
350,200,12,0,0,200,10,80,20,800,400,20,12,30
362,200,12,0,0,180,10,80,20,800,400,20,12,30
374,200,12,0,0,200,10,80,20,800,400,20,12,30
386,200,12,0,0,180,10,80,20,800,400,20,12,30
398,200,12,0,0,200,10,80,20,800,400,20,12,30
410,200,12,0,0,180,10,80,20,800,400,20,12,30
422,200,12,0,0,200,10,80,20,800,400,20,12,30
434,200,12,0,0,180,10,80,20,800,400,20,12,30
446,200,12,0,0,200,10,80,20,800,400,20,12,30
458,200,12,0,0,180,10,80,20,800,400,20,12,30
470,200,12,0,0,200,10,80,20,800,400,20,12,30
482,200,12,0,0,180,10,80,20,800,400,20,12,30
494,200,12,0,0,200,10,80,20,800,400,20,12,30
506,200,12,0,0,180,10,80,20,800,400,20,12,30
518,200,12,0,0,200,10,80,20,800,400,20,12,30
530,200,12,0,0,180,10,80,20,800,400,20,12,30
542,200,12,0,0,200,10,80,20,800,400,20,12,30
554,200,12,0,0,180,10,80,20,800,400,20,12,30
566,200,12,0,0,200,10,80,20,800,400,20,12,30
578,200,12,0,0,180,10,80,20,800,400,20,12,30
590,200,12,0,0,200,10,80,20,800,400,20,12,30
602,200,12,0,0,180,10,80,20,800,400,20,12,30
614,200,12,0,0,200,10,80,20,800,400,20,12,30
626,200,12,0,0,180,10,80,20,800,400,20,12,30
638,200,12,0,0,200,10,80,20,800,400,20,12,30
650,200,12,0,0,180,10,80,20,800,400,20,12,30
662,200,12,0,0,200,10,80,20,800,400,20,12,30
674,200,12,0,0,180,10,80,20,800,400,20,12,30
686,200,12,0,0,200,10,80,20,800,400,20,12,30
698,200,12,0,0,180,10,80,20,800,400,20,12,30
710,200,12,0,0,200,10,80,20,800,400,20,12,30
722,200,12,0,0,180,10,80,20,800,400,20,12,30
734,200,12,0,0,200,10,80,20,800,400,20,12,30
746,200,12,0,0,180,10,80,20,800,400,20,12,30
758,200,12,0,0,200,10,80,20,800,400,20,12,30
770,200,12,0,0,180,10,80,20,800,400,20,12,30
758,200,-12,0,0,200,10,80,20,800,400,20,12,30
746,200,-12,0,0,180,10,80,20,800,400,20,12,30
734,200,-12,0,0,200,10,80,20,800,400,20,12,30
722,200,-12,0,0,180,10,80,20,800,400,20,12,30
710,200,-12,0,0,200,10,80,20,800,400,20,12,30
698,200,-12,0,0,180,10,80,20,800,400,20,12,30
686,200,-12,0,0,200,10,80,20,800,400,20,12,30
674,200,-12,0,0,180,10,80,20,800,400,20,12,30
662,200,-12,0,0,200,10,80,20,800,400,20,12,30
650,200,-12,0,0,180,10,80,20,800,400,20,12,30
638,200,-12,0,0,200,10,80,20,800,400,20,12,30
626,200,-12,0,0,180,10,80,20,800,400,20,12,30
614,200,-12,0,0,200,10,80,20,800,400,20,12,30
602,200,-12,0,0,180,10,80,20,800,400,20,12,30
590,200,-12,0,0,200,10,80,20,800,400,20,12,30
578,200,-12,0,0,180,10,80,20,800,400,20,12,30
566,200,-12,0,0,200,10,80,20,800,400,20,12,30
554,200,-12,0,0,180,10,80,20,800,400,20,12,30
542,200,-12,0,0,200,10,80,20,800,400,20,12,30
530,200,-12,0,0,180,10,80,20,800,400,20,12,30
518,200,-12,0,0,200,10,80,20,800,400,20,12,30
506,200,-12,0,0,180,10,80,20,800,400,20,12,30
494,200,-12,0,0,200,10,80,20,800,400,20,12,30
482,200,-12,0,0,180,10,80,20,800,400,20,12,30
470,200,-12,0,0,200,10,80,20,800,400,20,12,30
458,200,-12,0,0,180,10,80,20,800,400,20,12,30
446,200,-12,0,0,200,10,80,20,800,400,20,12,30
434,200,-12,0,0,180,10,80,20,800,400,20,12,30
422,200,-12,0,0,200,10,80,20,800,400,20,12,30
410,200,-12,0,0,180,10,80,20,800,400,20,12,30
398,200,-12,0,0,200,10,80,20,800,400,20,12,30
386,200,-12,0,0,180,10,80,20,800,400,20,12,30
374,200,-12,0,0,200,10,80,20,800,400,20,12,30
362,200,-12,0,0,180,10,80,20,800,400,20,12,30
350,200,-12,0,0,200,10,80,20,800,400,20,12,30
338,200,-12,0,0,180,10,80,20,800,400,20,12,30
326,200,-12,0,0,200,10,80,20,800,400,20,12,30
314,200,-12,0,0,180,10,80,20,800,400,20,12,30
302,200,-12,0,0,200,10,80,20,800,400,20,12,30
290,200,-12,0,0,180,10,80,20,800,400,20,12,30
278,200,-12,0,0,200,10,80,20,800,400,20,12,30
266,200,-12,0,0,180,10,80,20,800,400,20,12,30
254,200,-12,0,0,200,10,80,20,800,400,20,12,30
242,200,-12,0,0,180,10,80,20,800,400,20,12,30
230,200,-12,0,0,200,10,80,20,800,400,20,12,30
218,200,-12,0,0,180,10,80,20,800,400,20,12,30
206,200,-12,0,0,200,10,80,20,800,400,20,12,30
194,200,-12,0,0,180,10,80,20,800,400,20,12,30
182,200,-12,0,0,200,10,80,20,800,400,20,12,30
170,200,-12,0,0,180,10,80,20,800,400,20,12,30
158,200,-12,0,0,200,10,80,20,800,400,20,12,30
146,200,-12,0,0,180,10,80,20,800,400,20,12,30
134,200,-12,0,0,200,10,80,20,800,400,20,12,30
122,200,-12,0,0,180,10,80,20,800,400,20,12,30
110,200,-12,0,0,200,10,80,20,800,400,20,12,30
98,200,-12,0,0,180,10,80,20,800,400,20,12,30
86,200,-12,0,0,200,10,80,20,800,400,20,12,30
74,200,-12,0,0,180,10,80,20,800,400,20,12,30
62,200,-12,0,0,200,10,80,20,800,400,20,12,30
50,200,-12,0,0,180,10,80,20,800,400,20,12,30
38,200,-12,0,0,200,10,80,20,800,400,20,12,30
50,200,12,0,0,180,10,80,20,800,400,20,12,30
62,200,12,0,0,200,10,80,20,800,400,20,12,30
74,200,12,0,0,180,10,80,20,800,400,20,12,30
86,200,12,0,0,200,10,80,20,800,400,20,12,30
98,200,12,0,0,180,10,80,20,800,400,20,12,30
110,200,12,0,0,200,10,80,20,800,400,20,12,30
122,200,12,0,0,180,10,80,20,800,400,20,12,30
134,200,12,0,0,200,10,80,20,800,400,20,12,30
146,200,12,0,0,180,10,80,20,800,400,20,12,30
158,200,12,0,0,200,10,80,20,800,400,20,12,30
170,200,12,0,0,180,10,80,20,800,400,20,12,30
182,200,12,0,0,200,10,80,20,800,400,20,12,30
194,200,12,0,0,180,10,80,20,800,400,20,12,30
206,200,12,0,0,200,10,80,20,800,400,20,12,30
218,200,12,0,0,180,10,80,20,800,400,20,12,30
230,200,12,0,0,200,10,80,20,800,400,20,12,30
242,200,12,0,0,180,10,80,20,800,400,20,12,30
254,200,12,0,0,200,10,80,20,800,400,20,12,30
266,200,12,0,0,180,10,80,20,800,400,20,12,30
278,200,12,0,0,200,10,80,20,800,400,20,12,30
